date,close,volume,return,sentiment_score,article_count,sentiment_label
2025-12-01,47.64,470800,-2.596606011040681,0.02602403052151195,2.0,neutral
2025-12-02,47.63,241100,-0.0209907640638107,0.4242216719720513,2.0,positive
2025-12-03,47.38,351400,-0.5248792777661104,0.4242216719720513,0.0,positive
2025-12-04,48.04,434300,1.3929928239763578,0.6788687341510186,7.0,positive
2025-12-05,47.69,312400,-0.7285595337219064,-0.10942091516047721,5.0,negative
2025-12-08,47.59,319200,-0.20968756552735,-0.02670366699591282,5.0,neutral
2025-12-09,47.47,646000,-0.252153813826439,0.0069995773956179,1.0,neutral
2025-12-10,48.78,1254900,2.7596376658942434,0.15211685210606082,8.0,positive
2025-12-11,49.24,1931900,0.9430094300943104,0.1066280268132686,1.0,positive
2025-12-12,47.84,1353211,-2.843216896831846,0.0046862298622727,1.0,neutral
2025-12-15,47.57,522400,-0.5643812709030138,0.050021400209516245,5.0,positive
2025-12-16,47.79,616200,0.4624763506411611,0.5079756713151932,1.0,positive
2025-12-17,47.25,431200,-1.1299435028248594,0.17890243920845286,6.0,positive
2025-12-18,48.33,829200,2.285714285714291,0.11799555691199168,9.0,positive
2025-12-19,48.99,996800,1.365611421477353,0.18623412301933598,18.0,positive
2025-12-22,51.4,2540300,4.919371300265363,0.14235241854623665,21.0,positive
2025-12-23,50.4,955800,-1.945525291828798,0.06867784391202028,10.0,positive
2025-12-24,50.86,678200,0.9126984126984096,0.18026801805123688,10.0,positive
2025-12-26,50.83,460800,-0.0589854502556108,0.2593853017468005,4.0,positive
2025-12-29,50.13,924600,-1.3771394845563556,0.4427193933664398,11.0,positive
2025-12-30,49.53,951800,-1.1968880909634994,0.29258173560462897,4.0,positive
2025-12-31,49.12,836600,-0.8277811427417792,0.04688788753032682,5.0,neutral
2026-01-02,51.6,1118300,5.048859934853422,0.23044475082661953,4.0,positive
2026-01-05,51.12,1364000,-0.9302325581395432,0.355507088381052,1.0,positive
2026-01-06,51.51,1941700,0.762910798122074,0.4802308058977127,1.0,positive
2026-01-07,50.47,1038200,-2.019025431954957,0.17882005207377172,6.0,positive
2026-01-08,50.4,549100,-0.1386962552011095,0.9388483520135285,1.0,positive
2026-01-09,50.3,486900,-0.1984126984126977,0.0143251903355121,1.0,neutral
2026-01-12,52.14,1134100,3.6580516898608417,0.08885144275082987,13.0,positive
2026-01-13,52.19,799300,0.0958956655159104,0.04799757336639873,37.0,neutral
2026-01-14,51.49,711400,-1.3412531136232864,0.1868286123679578,10.0,positive
2026-01-15,51.97,533200,0.9322198485142597,-0.011252652853727379,5.0,neutral
2026-01-16,51.88,820600,-0.1731768327881355,0.07399634388491505,10.0,positive
2026-01-20,51.49,924300,-0.7517347725520485,0.22876737604409456,10.0,positive
2026-01-21,52.25,803400,1.4760147601476037,0.21726512142651613,9.0,positive
2026-01-22,54.02,2464300,3.3875598086124503,0.3620992634162306,6.0,positive
2026-01-23,55.23,2458600,2.239911144020712,0.4746883792683482,1.0,positive
2026-01-26,55.11,1841200,-0.2172732210754979,0.22667630308751355,11.0,positive
2026-01-27,56.06,1192200,1.7238250771185015,0.1355308869943022,1.0,positive
2026-01-28,57.36,2526200,2.318943988583655,0.4226622022029013,4.0,positive
2026-01-29,55.75,2598200,-2.8068340306834028,0.4935376666017409,7.0,positive
2026-01-30,53.85,1337400,-3.408071748878916,0.04224218952003862,4.0,neutral
2026-02-02,53.69,1072300,-0.2971216341689953,-0.04743099804222585,4.0,neutral
2026-02-03,55.59,1189500,3.5388340473086366,0.008743089623749234,3.0,neutral
2026-02-04,58.1,3546000,4.515200575643097,0.17950474597014482,5.0,positive
2026-02-05,55.83,1136600,-3.9070567986230658,0.41143926863794517,3.0,positive
2026-02-06,57.74,1021400,3.421099767150282,0.0234743519686162,2.0,neutral
2026-02-09,58.72,1191100,1.697263595427767,0.32159023956075306,5.0,positive
2026-02-10,58.59,1243300,-0.2213896457765596,0.25040342373730884,7.0,positive
2026-02-11,58.38,1156600,-0.3584229390681037,0.17008188026346263,10.0,positive
2026-02-12,56.86,1168700,-2.6036313806098055,0.2658499412614852,4.0,positive
2026-02-13,57.92,1050200,1.8642279282448104,0.19537737009808417,5.0,positive
2026-02-17,59.87,1050400,3.3667127071823177,0.27667384767817954,6.0,positive
2026-02-18,60.43,1223700,0.9353599465508732,0.4036223096087575,3.0,positive
2026-02-19,58.52,865900,-3.1606817805725607,0.15199420523366755,7.0,positive
2026-02-20,59.77,681100,2.136021872863969,0.01295048464089625,2.0,neutral
2026-02-23,60.09,1125000,0.535385644972397,0.030704469264795364,6.0,neutral
2026-02-24,60.53,3343200,0.7322349808620343,0.24522522938773034,2.0,positive
2026-02-25,59.31,1295500,-2.0155294895093268,-0.36445544918403033,2.0,negative
2026-02-26,57.58,2427400,-2.9168774237059547,0.1540160436682403,4.0,positive
2026-02-27,55.0,3458300,-4.480722473080922,0.23606933396731813,3.0,positive
