ticker,slope,intercept,r_squared,p_value,std_error
TAN,-6.389033906493181,0.7265706040990905,0.04604549871579719,0.19576319446037835,4.846789772287494
SPY,2.71393479616849,-0.17552690864119685,0.19563687255280457,0.004266845398170345,0.8927057501578679
