ticker,observations,corr_sentiment_return_same,pval_sentiment_return_same,corr_sentiment_return_next,pval_sentiment_return_next,corr_sentiment_volatility,pval_sentiment_volatility,corr_sentiment_abs_volatility,pval_sentiment_abs_volatility,corr_sentiment_abs_return,pval_sentiment_abs_return,spearman_sentiment_return,spearman_p_sentiment_return,spearman_sentiment_abs_return,spearman_p_sentiment_abs_return
TAN,61,0.05045540023771505,0.699375988618201,-0.17226731035537773,0.1881166306471731,-0.018933022448538925,0.8940186213377688,-0.026542362048651118,0.8518332927747415,-0.06133047329073377,0.6386843187714898,0.060207036058091586,0.6448542644881998,-0.006954084533718966,0.9575804161819569
SPY,44,0.13814871898625317,0.3711653231945696,-0.1633171883527493,0.2953620556479183,0.09895000829236839,0.5717153562943292,0.019488866700664832,0.9115205672103304,-0.12244972272345825,0.42845219577631355,0.11768851303735024,0.44675667773713035,-0.04862579281183932,0.7539411529802125
