ticker,observations,realized_vol_mean,realized_vol_std,realized_vol_min,realized_vol_max,garch_omega,garch_alpha,garch_beta,garch_persistence,garch_loglik,garch_aic,corr_sentiment_vol,corr_sentiment_abs_return,corr_extremity_vol,squared_returns_autocorr_lag1
TAN,34,42.01094734655956,6.076211487435173,32.17655235988183,49.09192928528907,0.0003618340287678468,0.29283149036738243,0.10040504617094008,0.3932365365383225,79.4010737960251,-150.8021475920502,-0.09206826997192386,-0.12443258448454411,-0.10725794796344436,0.2825556755688846
SPY,39,12.888476284942055,2.4301826759307055,7.5100862814052745,15.806695749761092,2.7262482945334983e-05,0.010252955991754091,0.49024796313455193,0.500500919126306,136.51404560343036,-265.0280912068607,-0.17069323749570564,-0.12713138173084004,-0.21236888543347054,0.12269924470894081
