date,close,volume,return,sentiment_score,article_count,sentiment_label,volatility_10d,volatility_20d,garch_volatility,abs_return,sentiment_extremity
2026-01-30,691.97,101835100,-0.2982537029565968,0.211242277557935,28,positive,13.283852671973934,10.26319314836688,11.627533138368165,0.2982537029565968,0.211242277557935
2026-02-02,695.41,79286500,0.4971313785279596,0.0426308567477656,14,neutral,13.500476125976643,10.366976982462486,11.629347162649449,0.4971313785279596,0.0426308567477656
2026-02-03,689.53,107904600,-0.8455443551286246,0.2585267386539051,13,positive,8.857768832818097,10.639626818211436,11.64455855723359,0.8455443551286246,0.2585267386539051
2026-02-04,686.19,105204600,-0.4843879164068143,-0.0557157497644424,10,negative,7.5100862814052745,10.549311102018306,11.709193565671077,0.4843879164068143,0.0557157497644424
2026-02-05,677.62,113610800,-1.2489252247919749,0.1097873970510065,10,positive,9.213870210323767,11.361257748916868,11.686316842874412,1.2489252247919749,0.1097873970510065
2026-02-06,690.62,89127600,1.9184793837254024,0.0149959293194114,4,neutral,13.97654475487268,13.407995939743062,11.823873629902014,1.9184793837254024,0.0149959293194114
2026-02-09,693.95,73885200,0.4821754365642583,0.2118366344579805,30,positive,13.95224755234064,13.307520736875459,12.106560509104947,0.4821754365642583,0.2118366344579805
2026-02-10,692.12,65185700,-0.2637077599250692,0.0716394762194292,22,positive,13.846332227338438,13.326499608241644,11.879074126421083,0.2637077599250692,0.0716394762194292
2026-02-11,691.96,76353900,-0.023117378489279,0.1160152775090383,19,positive,13.845561071852158,13.309347192561098,11.751044964214433,0.023117378489279,0.1160152775090383
2026-02-12,681.27,118829000,-1.5448869876871552,0.0338032003757628,11,neutral,15.77481046430629,14.303215028669896,11.679160740907138,1.5448869876871552,0.0338032003757628
2026-02-13,681.75,96267500,0.0704566471443124,-0.1483588572692784,17,negative,15.806695749761092,14.258440582807461,11.91161017494161,0.0704566471443124,0.1483588572692784
2026-02-17,682.85,81354700,0.1613494682801697,0.1499391647762308,12,positive,15.512344910425282,14.282393447797018,11.75874238744635,0.1613494682801697,0.1499391647762308
2026-02-18,686.29,73570300,0.5037709599472695,0.114045929592558,18,positive,15.36418632307222,12.335736581871718,11.685029680371446,0.5037709599472695,0.114045929592558
2026-02-19,684.48,58649400,-0.2637369042241544,0.0519909087560604,32,positive,15.225953134010956,11.687780814529113,11.67256299345512,0.2637369042241544,0.0519909087560604
2026-02-20,689.43,100034000,0.7231767180925663,0.109607079212236,17,positive,13.93583058593102,11.828672726978313,11.649149897645053,0.7231767180925663,0.109607079212236
2026-02-23,682.39,90558100,-1.0211334000551076,0.0680171382946272,12,positive,11.188828451553405,12.37552804542625,11.683879185429792,1.0211334000551076,0.0680171382946272
2026-02-24,687.35,73798700,0.7268570758657056,0.0246850834228098,4,neutral,11.615349088056318,12.529237050842829,11.76513575016352,0.7268570758657056,0.0246850834228098
2026-02-25,693.15,56369500,0.8438204699207086,0.1871087066763295,13,positive,12.459758758848057,12.830205499955188,11.74128833283052,0.8438204699207086,0.1871087066763295
2026-02-26,689.3,71671000,-0.5554353314578431,0.1366554686019569,10,positive,12.79069026410419,12.973375780460072,11.749324099443585,0.5554353314578431,0.1366554686019569
2026-02-27,685.99,83105100,-0.4801973016103189,-0.0661461616987983,6,negative,10.108338239870633,13.05700291100682,11.714483879423103,0.4801973016103189,0.0661461616987983
