ticker,days,years,buy_hold_total_return,strategy_total_return,buy_hold_annualized_return,strategy_annualized_return,outperformance,buy_hold_volatility,strategy_volatility,volatility_reduction,buy_hold_max_drawdown,strategy_max_drawdown,drawdown_improvement,buy_hold_sharpe,strategy_sharpe,sharpe_improvement,buy_hold_sortino,strategy_sortino,buy_hold_calmar,strategy_calmar,trades,days_in_market,days_out_market,time_in_market_pct,win_rate,avg_win,avg_loss,win_loss_ratio
TAN,61,0.24206349206349206,12.45144142302194,19.238760700418158,62.38430265702035,106.86726631558079,6.787319277396218,35.07166328371658,34.19197301224017,0.879690271476413,-9.135965636874271,-7.266902714550665,-1.8690629223236064,1.5683659550017648,2.3156098851527664,0.7472439301510017,2.7303456672730704,3.8087446372814546,5.630356293023172,10.937006050729677,5,56,5,91.80327868852459,50.0,2.1224301954398967,-1.443583782558973,1.4702507891004184
SPY,44,0.1746031746031746,-0.28635385778231,-0.47898300822371,-1.6289657577312822,-2.712392880661474,-0.1926291504414,11.275653767534518,9.496486404963077,1.7791673625714406,-2.569411494054527,-2.553242950804761,-0.01616854324976602,-0.09150896791843106,-0.24574379437095537,-0.1542348264525243,-0.12464628258747576,-0.26898081661752143,-0.6382888236551001,-1.0744243194569667,9,36,8,81.81818181818183,50.0,0.4844758228047592,-0.5068544288318002,0.9558480605987417
