Date,Open,High,Low,Close,Adj Close ,Volume
2-Jan-24,472.16,473.67,470.49,472.65,462.61,"123,623,700"
29-Dec-23,476.49,477.03,473.3,475.31,465.21,"122,283,100"
28-Dec-23,476.88,477.55,476.26,476.69,466.56,"77,158,100"
27-Dec-23,475.44,476.66,474.89,476.51,466.39,"68,000,300"
26-Dec-23,474.07,476.58,473.99,475.65,465.55,"55,387,000"
22-Dec-23,473.86,475.38,471.7,473.65,463.59,"67,160,400"
21-Dec-23,471.33,472.98,468.84,472.7,462.66,"86,667,500"
20-Dec-23,473.96,475.9,467.82,468.26,458.31,"102,921,000"
19-Dec-23,472.53,474.92,472.45,474.84,464.75,"55,761,800"
18-Dec-23,470.98,472.98,469.89,471.97,461.94,"70,375,300"
15-Dec-23,469.49,470.7,467.43,469.33,459.36,"141,553,700"
14-Dec-23,472.5,473.73,469.25,472.01,460.12,"119,026,000"
13-Dec-23,464.49,470.76,464.12,470.5,458.65,"93,278,000"
12-Dec-23,461.63,464.2,460.6,464.1,452.41,"68,327,600"
11-Dec-23,459.69,462.17,459.47,461.99,450.35,"65,002,200"
8-Dec-23,457.46,460.75,457.21,460.2,448.61,"83,194,400"
7-Dec-23,456.91,458.9,456.29,458.23,446.69,"66,995,400"
6-Dec-23,458.81,458.84,454.31,454.76,443.3,"69,124,700"
5-Dec-23,455.26,457.59,454.87,456.6,445.1,"69,793,500"
4-Dec-23,455.6,459.12,454.34,456.69,445.18,"72,430,900"
1-Dec-23,455.77,459.65,455.16,459.1,447.53,"89,183,400"
30-Nov-23,455.48,456.76,453.34,456.4,444.9,"79,752,700"
29-Nov-23,457.15,458.32,454.2,454.61,443.16,"63,146,000"
28-Nov-23,454.08,456.27,453.5,454.93,443.47,"62,115,000"
27-Nov-23,454.65,455.49,454.08,454.48,443.03,"50,506,000"
24-Nov-23,455.07,455.5,454.73,455.3,443.83,"29,737,400"
22-Nov-23,454.98,456.38,453.89,455.02,443.56,"59,394,900"
21-Nov-23,453.18,454.13,451.96,453.27,441.85,"49,244,600"
20-Nov-23,450.53,455.13,450.52,454.26,442.82,"69,936,200"
17-Nov-23,450.24,451.42,449.29,450.79,439.43,"83,133,200"
16-Nov-23,449.22,450.56,448.12,450.23,438.89,"66,665,800"
15-Nov-23,450.11,451.38,448.8,449.68,438.35,"77,327,600"
14-Nov-23,446.32,450.06,446.09,448.73,437.42,"97,176,900"
13-Nov-23,439.23,441.33,438.42,440.19,429.1,"52,236,100"
10-Nov-23,435.98,440.93,433.83,440.61,429.51,"89,462,200"
9-Nov-23,438.43,438.47,433.4,433.84,422.91,"83,174,400"
8-Nov-23,437.55,438.09,434.87,437.25,426.23,"61,746,000"
7-Nov-23,435.69,437.59,434.51,436.93,425.92,"64,256,100"
6-Nov-23,435.47,436.15,433.68,435.69,424.71,"67,831,700"
3-Nov-23,433.14,436.29,433.01,434.69,423.74,"100,167,800"
2-Nov-23,426.58,430.92,426.56,430.76,419.91,"94,938,900"
1-Nov-23,419.2,423.5,418.65,422.66,412.01,"98,068,100"
31-Oct-23,416.18,418.53,414.21,418.2,407.66,"79,665,200"
30-Oct-23,413.56,416.68,412.22,415.59,405.12,"86,562,700"
27-Oct-23,414.19,414.6,409.21,410.68,400.33,"107,367,700"
