date,close,volume,return (%)
,55.0,3458300,0.0
,57.58,2427400,4.690909090909079
,59.31,1295500,3.0045154567558185
,60.53,3343200,2.056988703422702
,60.09,1125000,-0.7269122749050005
,59.77,681100,-0.532534531536033
,58.52,865900,-2.091350175673412
,60.43,1223700,3.2638414217361467
,59.87,1050400,-0.9266920403772971
,57.92,1050200,-3.25705695673959
,56.86,1168700,-1.8301104972375692
,58.38,1156600,2.6732325008793634
,58.59,1243300,0.3597122302158251
,58.72,1191100,0.22188086704215682
,57.74,1021400,-1.6689373297002708
,55.83,1136600,-3.307932109456191
,58.1,3546000,4.0659143829482325
,55.59,1189500,-4.320137693631665
,53.69,1072300,-3.4178809138334376
,53.85,1337400,0.2980070776680943
,55.75,2598200,3.52831940575673
,57.36,2526200,2.887892376681611
,56.06,1192200,-2.2663877266387633
,55.11,1841200,-1.694612914734217
,55.23,2458600,0.21774632553075435
,54.02,2464300,-2.1908383125113007
,52.25,803400,-3.276564235468349
,51.49,924300,-1.4545454545454528
,51.88,820600,0.7574286269178554
,51.97,533200,0.1734772552043129
,51.49,711400,-0.9236097748701155
,52.19,799300,1.3594872790833046
,52.14,1134100,-0.09580379383022919
,50.3,486900,-3.5289604909858108
,50.4,549100,0.19880715705766772
,50.47,1038200,0.1388888888888884
,51.51,1941700,2.0606300772736175
,51.12,1364000,-0.7571345369831062
,51.6,1118300,0.9389671361502483
,49.12,836600,-4.806201550387601
,49.53,951800,0.8346905537459426
,50.13,924600,1.2113870381586844
,50.83,460800,1.396369439457401
,50.86,678200,0.059020263623854596
,50.4,955800,-0.9044435705859222
,51.4,2540300,1.984126984126977
,48.99,996800,-4.688715953307387
,48.33,829200,-1.3472137170851273
,47.25,431200,-2.2346368715083775
,47.79,616200,1.1428571428571344
,47.57,522400,-0.46034735300272134
,47.84,1353211,0.5675846121505179
,49.24,1931900,2.9264214046822667
,48.78,1254900,-0.9341998375304694
,47.47,646000,-2.6855268552685607
,47.59,319200,0.252791236570471
,47.69,312400,0.21012817818868434
,48.04,434300,0.7339064793457695
,47.38,351400,-1.3738551207327143
,47.63,241100,0.5276487969607446
,47.64,470800,0.020995171110649302
,48.91,573800,2.665827036104096
,47.9,718900,-2.065017378859124
,47.08,385500,-1.7118997912317302
,46.46,441000,-1.3169073916737384
,45.94,1332400,-1.119242359018513
,45.66,1381000,-0.6094906399651712
,47.62,524100,4.292597459483138
,48.22,1143600,1.2599748005039935
,48.76,1206500,1.1198672749896277
,49.51,1736500,1.5381460213289566
,48.48,829800,-2.080387800444361
,50.57,1074400,4.311056105610578
,51.85,902441,2.5311449475973857
,52.86,2155200,1.9479267116682797
,50.39,1790600,-4.672720393492247
,50.24,1282800,-0.2976781107362547
,51.28,1999200,2.070063694267521
,47.93,666000,-6.532761310452417
,49.14,950100,2.524514917588161
,49.12,684300,-0.04070004070004796
,47.73,314400,-2.829804560260585
,48.6,980000,1.8227529855436853
,48.45,560400,-0.30864197530864335
,48.91,807600,0.949432404540751
,48.1,583800,-1.656103046411772
,46.53,254400,-3.2640332640332614
,45.95,670400,-1.2465076294863486
,46.81,385800,1.8715995647442751
,47.24,562900,0.9186071352275116
,46.56,1277900,-1.4394580863674844
,48.03,1364300,3.1572164948453496
,48.93,2165500,1.873828856964388
,46.89,905600,-4.169221336603313
,46.32,882700,-1.2156110044785673
,44.95,1875500,-2.9576856649395467
,47.54,1295100,5.761957730812006
,46.14,400700,-2.9448885149347848
,45.68,866600,-0.9969657563935863
,46.24,491600,1.2259194395796813
,45.98,869000,-0.5622837370242273
,46.18,872500,0.43497172683775176
,45.08,839300,-2.3819835426591607
,43.63,288500,-3.2165039929014982
,43.82,874400,0.43548017419206
,43.42,534000,-0.9128251939753529
,43.71,402200,0.6678949792722211
,43.35,743900,-0.8236101578586119
,42.37,877600,-2.2606689734717467
,43.89,505300,3.587443946188351
,43.17,1562200,-1.640464798359531
,42.81,1070200,-0.8339124391938846
,42.86,668600,0.11679514132212354
,42.67,364100,-0.4433037797480166
,42.35,523700,-0.7499414108272817
,41.78,537400,-1.3459268004722524
,41.86,443800,0.19147917663953073
,41.91,699500,0.11944577161968617
,41.97,898200,0.14316392269149159
,43.33,1142000,3.2404098165356165
,44.04,1550800,1.6385875836602892
,42.02,611200,-4.586739327883738
,41.57,1071100,-1.0709186101856338
,40.98,799800,-1.4192927592013516
,41.55,390800,1.3909224011713128
,41.46,321100,-0.21660649819493782
,40.96,989600,-1.2059816690786263
,41.81,1732800,2.0751953125
,41.67,1037200,-0.33484812245874185
,41.89,1523900,0.5279577633789279
,39.62,1038700,-5.418954404392462
,41.03,897500,3.558808682483594
,41.0,1321100,-0.07311723129417302
,41.69,1600100,1.6829268292682942
,39.84,2175400,-4.437514991604685
,36.62,469800,-8.082329317269089
,37.25,497000,1.7203713817586008
,36.88,331100,-0.9932885906040245
,36.6,597200,-0.7592190889370909
,36.75,508400,0.4098360655737654
,36.48,528900,-0.7346938775510292
,36.07,485500,-1.1239035087719174
,36.46,313600,1.0812309398392062
,36.69,301400,0.6308283049917707
,36.46,531600,-0.6268738075769886
,36.8,885000,0.9325287986834851
,37.56,535400,2.0652173913043637
,38.42,360700,2.289669861554855
,38.68,393900,0.6767308693388818
,39.11,187800,1.1116856256463192
,39.13,428900,0.051137816415236514
,39.27,949200,0.3577817531305927
,40.12,1015400,2.1645021645021467
,38.36,516800,-4.386839481555327
,37.99,481000,-0.9645464025025974
,37.97,833600,-0.05264543300869118
,37.87,362500,-0.26336581511720025
,38.32,455100,1.188275679957762
,38.3,690900,-0.052192066805856197
,38.1,378100,-0.5221932114882422
,38.92,321400,2.152230971128599
,38.58,1145800,-0.8735868448098705
,38.08,856800,-1.2960082944530882
,38.55,890300,1.2342436974789983
,38.73,1963100,0.46692607003890885
,37.04,1478600,-4.363542473534721
,35.24,1228000,-4.859611231101502
,34.26,589300,-2.780930760499445
,34.14,269900,-0.3502626970227629
,34.31,572300,0.49794961921501013
,33.47,312700,-2.44826581171671
,33.41,1142800,-0.17926501344488477
,32.06,556900,-4.040706375336711
,32.05,1432600,-0.031191515907691425
,32.49,668900,1.3728549141965862
,32.14,2879500,-1.0772545398584188
,35.38,911900,10.080896079651524
,34.97,1205700,-1.1588468061051516
,34.23,307700,-2.116099513869041
,34.54,812300,0.9056383289512082
,34.32,548400,-0.6369426751592355
,33.78,452900,-1.5734265734265729
,33.59,494300,-0.5624629958555283
,33.33,756200,-0.7740398928252623
,33.12,698400,-0.6300630063006296
,33.09,1019000,-0.09057971014491129
,31.82,620300,-3.838017527954074
,32.35,677900,1.6656191074795768
,31.93,727300,-1.2982998454404981
,31.68,455500,-0.7829627309740017
,31.93,724400,0.7891414141414144
,31.73,880200,-0.6263701847792014
,31.44,3756400,-0.9139615505830423
,33.97,704800,8.047073791348591
,34.48,550600,1.5013246982631623
,34.27,3033500,-0.6090487238978981
,35.14,956100,2.5386635541289726
,35.66,1406500,1.4797951052931024
,35.26,1529300,-1.1217049915872135
,34.72,2287100,-1.5314804310833763
,33.03,5843400,-4.867511520737322
,31.71,1474300,-3.996366939146234
,30.73,1340500,-3.0905077262693204
,29.6,283300,-3.6771884152294154
,29.3,1121600,-1.0135135135135198
,28.85,1998900,-1.5358361774744034
,29.35,780100,1.7331022530329365
,28.8,690600,-1.873935264054516
,28.38,1604800,-1.4583333333333393
,29.61,350900,4.334038054968281
,29.79,456200,0.6079027355623046
,29.88,559200,0.30211480362538623
,29.0,810700,-2.9451137884872747
,28.29,861200,-2.4482758620689715
,28.85,883500,1.9794980558501374
,27.61,608600,-4.2980935875216675
,28.16,780900,1.9920318725099584
,27.83,465600,-1.171875000000011
,28.29,324400,1.6528925619834656
,28.65,1219200,1.2725344644750836
,27.72,721000,-3.2460732984293195
,26.7,827300,-3.6796536796536827
,27.97,1090800,4.756554307116101
,26.03,1462500,-6.936002860207358
,27.67,1156500,6.3004225893200205
,28.88,1045400,4.372967112396098
,30.35,832300,5.0900277008310235
,31.08,206200,2.405271828665567
,30.8,707100,-0.9009009009008917
,30.46,574400,-1.103896103896107
,31.01,400900,1.8056467498358542
,31.27,200300,0.8384392131570495
,31.36,314800,0.28781579788934586
,32.13,336100,2.455357142857162
,31.83,418800,-0.933706816059765
